Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"Winter Dreams / Gene and George's Excellent Adventure","December Wall > South Fork of St. Vrain Canyon > St. Vrain Canyons > Lyons > Colorado",https://www.mountainproject.com/route/105762048/winter-dreams-gene-and-georges-excellent-adventure,2.9,-1,Trad,5.10c,3,250,40.19871,-105.33055
Haradrim,"Upper Infirmary Slabs > Infirmary Slabs > South Fork of St. Vrain Canyon > St. Vrain Canyons > Lyons > Colorado",https://www.mountainproject.com/route/106580728/haradrim,3.4,-1,Trad,5.11+,1,50,40.18803,-105.33378
Vrainavore,"The Coliseum > South Fork of St. Vrain Canyon > St. Vrain Canyons > Lyons > Colorado",https://www.mountainproject.com/route/106522667/vrainavore,2.9,-1,Trad,5.10a,1,170,40.16875,-105.37301
"White Claw","Powerline Alcove > Middle Fork of St. Vrain Canyon > St. Vrain Canyons > Lyons > Colorado",https://www.mountainproject.com/route/120976597/white-claw,4.0,-1,Trad,5.7,1,60,40.13796,-105.48544
"Gravity's Rainbow","Sweat Loaf aka Big Dogs > South Fork of St. Vrain Canyon > St. Vrain Canyons > Lyons > Colorado",https://www.mountainproject.com/route/110232206/gravitys-rainbow,3.1,-1,Trad,5.11a,1,80,40.19295,-105.32769
"Unknown Roof Route","Scout Rock > South Fork of St. Vrain Canyon > St. Vrain Canyons > Lyons > Colorado",https://www.mountainproject.com/route/107853025/unknown-roof-route,3.5,-1,Trad,5.11,1,65,40.2037,-105.3111
"Half Cracked","Trojan Bunny Buttress > South Fork of St. Vrain Canyon > St. Vrain Canyons > Lyons > Colorado",https://www.mountainproject.com/route/111701020/half-cracked,3.0,-1,"Trad, TR",5.11,1,,40.17756,-105.35586
"Leaf Peeper","Powerline Alcove > Middle Fork of St. Vrain Canyon > St. Vrain Canyons > Lyons > Colorado",https://www.mountainproject.com/route/119716396/leaf-peeper,3.5,-1,Trad,5.9,1,45,40.13796,-105.48544
"Bury the Hatchet","The Pantheon > South Fork of St. Vrain Canyon > St. Vrain Canyons > Lyons > Colorado",https://www.mountainproject.com/route/108277988/bury-the-hatchet,3.3,-1,Trad,"5.10 PG13",2,210,40.1863,-105.3334
"Gray Pilgrim","The Shadows > South Fork of St. Vrain Canyon > St. Vrain Canyons > Lyons > Colorado",https://www.mountainproject.com/route/108458217/gray-pilgrim,3.0,-1,Trad,5.9+,1,80,40.18092,-105.33759
Mûmakil,"Upper Infirmary Slabs > Infirmary Slabs > South Fork of St. Vrain Canyon > St. Vrain Canyons > Lyons > Colorado",https://www.mountainproject.com/route/107012906/mumakil,3.0,-1,Trad,5.10,1,50,40.18803,-105.33378
"Gravy Legs","Moose Rock > Middle Fork of St. Vrain Canyon > St. Vrain Canyons > Lyons > Colorado",https://www.mountainproject.com/route/119551317/gravy-legs,3.0,-1,Trad,5.10+,1,50,40.13765,-105.48793
Acrophobia,"The Acrophile > South Fork of St. Vrain Canyon > St. Vrain Canyons > Lyons > Colorado",https://www.mountainproject.com/route/107755430/acrophobia,3.0,-1,Trad,5.11a,1,110,40.1863,-105.3334
"The Road Goes Ever On","December Wall > South Fork of St. Vrain Canyon > St. Vrain Canyons > Lyons > Colorado",https://www.mountainproject.com/route/111676723/the-road-goes-ever-on,3.0,-1,Trad,5.11+,2,150,40.19871,-105.33055
Shadowfax,"The Shadows > South Fork of St. Vrain Canyon > St. Vrain Canyons > Lyons > Colorado",https://www.mountainproject.com/route/115192396/shadowfax,3.0,-1,Trad,5.9-,1,150,40.18092,-105.33759
"Burning Down the House","Wailing Wall > South Fork of St. Vrain Canyon > St. Vrain Canyons > Lyons > Colorado",https://www.mountainproject.com/route/108283792/burning-down-the-house,3.0,-1,Trad,5.11a,1,125,40.18027,-105.33846
"Parade of Fools","Hideaway Dome > South Fork of St. Vrain Canyon > St. Vrain Canyons > Lyons > Colorado",https://www.mountainproject.com/route/110050447/parade-of-fools,3.0,-1,Trad,5.10a,1,125,40.1863,-105.3334
"The Fear of Sharting","Powerline Alcove > Middle Fork of St. Vrain Canyon > St. Vrain Canyons > Lyons > Colorado",https://www.mountainproject.com/route/120976526/the-fear-of-sharting,4.0,-1,Trad,5.10,1,60,40.13796,-105.48544
Leftmost,"South-southwest Face (aka Santa Rita Wall) > Piz Badille > Middle Fork of St. Vrain Canyon > St. Vrain Canyons > Lyons > Colorado",https://www.mountainproject.com/route/112039061/leftmost,3.0,-1,Sport,5.11,1,95,40.13894,-105.48341
"Fish Out Of Water","Third Band > Country-Western Crags > South Fork of St. Vrain Canyon > St. Vrain Canyons > Lyons > Colorado",https://www.mountainproject.com/route/114087402/fish-out-of-water,3.0,-1,Trad,5.10-,1,70,40.19527,-105.32754
"Dreaming in Color","South Formation > Button Rock (aka Pinewood Rock) > North Fork of the St. Vrain River > St. Vrain Canyons > Lyons > Colorado",https://www.mountainproject.com/route/108875825/dreaming-in-color,3.0,-1,Trad,5.10b,2,150,40.24453,-105.33163
"The Telegraph Road Goes Ever On (Variation)","December Wall > South Fork of St. Vrain Canyon > St. Vrain Canyons > Lyons > Colorado",https://www.mountainproject.com/route/111676846/the-telegraph-road-goes-ever-on-variation,3.0,-1,"Sport, TR",5.11,1,150,40.19871,-105.33055
"Lichen Psilocybin","Mushroom Massif > South Fork of St. Vrain Canyon > St. Vrain Canyons > Lyons > Colorado",https://www.mountainproject.com/route/106445331/lichen-psilocybin,3.0,-1,"Trad, Sport",5.11c,1,105,40.19998,-105.31934
"Change Up","Field of Dreams > South Fork of St. Vrain Canyon > St. Vrain Canyons > Lyons > Colorado",https://www.mountainproject.com/route/107986704/change-up,3.0,-1,Sport,5.11c,1,100,40.1863,-105.3334
"The Rabbit Hole","The Fang > South Fork of St. Vrain Canyon > St. Vrain Canyons > Lyons > Colorado",https://www.mountainproject.com/route/120318019/the-rabbit-hole,3.0,-1,TR,"5.11a R",1,25,40.1654,-105.3906
"Heavy Mental","Lyons Rock (submitted as Glacier View Dome) > Middle Fork of St. Vrain Canyon > St. Vrain Canyons > Lyons > Colorado",https://www.mountainproject.com/route/122541351/heavy-mental,3.0,-1,"Trad, TR",5.11b/c,1,60,40.13691,-105.47002
"Do as the Romans","The Pantheon > South Fork of St. Vrain Canyon > St. Vrain Canyons > Lyons > Colorado",https://www.mountainproject.com/route/117669728/do-as-the-romans,3.0,-1,Trad,5.10,2,200,40.1863,-105.3334
"The River","Observatory Rock > South Fork of St. Vrain Canyon > St. Vrain Canyons > Lyons > Colorado",https://www.mountainproject.com/route/118778078/the-river,3.0,-1,Trad,5.10d,1,85,40.18578,-105.33685
"Mississippi High-Step","RiffRaff Dome, AKA Gateway of the Narrows > North Sheep Mountain > North Fork of the St. Vrain River > St. Vrain Canyons > Lyons > Colorado",https://www.mountainproject.com/route/119619968/mississippi-high-step,3.0,-1,Trad,5.10a,1,190,40.21495,-105.41651
"When in Rome","The Pantheon > South Fork of St. Vrain Canyon > St. Vrain Canyons > Lyons > Colorado",https://www.mountainproject.com/route/117662714/when-in-rome,3.0,-1,Trad,5.11b/c,1,100,40.1863,-105.3334
"Brutal Planet","Dance Hall of the Dead > South Fork of St. Vrain Canyon > St. Vrain Canyons > Lyons > Colorado",https://www.mountainproject.com/route/106809657/brutal-planet,2.8,-1,"Trad, TR",5.10-,1,65,40.20413,-105.32292
Gnashville,"Third Band > Country-Western Crags > South Fork of St. Vrain Canyon > St. Vrain Canyons > Lyons > Colorado",https://www.mountainproject.com/route/114107233/gnashville,3.0,-1,Trad,5.9,1,100,40.19527,-105.32754
"Poker Night","Northwest Formation > Button Rock (aka Pinewood Rock) > North Fork of the St. Vrain River > St. Vrain Canyons > Lyons > Colorado",https://www.mountainproject.com/route/119077060/poker-night,3.0,-1,Trad,5.10d,1,70,40.24453,-105.33163
"Tresspassers Will Be Violated","Violator Buttress > Middle Fork of St. Vrain Canyon > St. Vrain Canyons > Lyons > Colorado",https://www.mountainproject.com/route/114064861/tresspassers-will-be-violated,3.0,-1,Trad,5.11c,1,110,40.16802,-105.39829
"North Arete","Wailing Wall > South Fork of St. Vrain Canyon > St. Vrain Canyons > Lyons > Colorado",https://www.mountainproject.com/route/119312032/north-arete,3.0,-1,Sport,5.11,1,85,40.18027,-105.33846
Acrophilia,"The Acrophile > South Fork of St. Vrain Canyon > St. Vrain Canyons > Lyons > Colorado",https://www.mountainproject.com/route/112348827/acrophilia,3.0,-1,Trad,5.11b,1,90,40.1863,-105.3334
"Middle Earth","The Palace > North Fork of the St. Vrain River > St. Vrain Canyons > Lyons > Colorado",https://www.mountainproject.com/route/108876003/middle-earth,3.0,-1,Trad,5.10b,1,150,40.27565,-105.3855
"Walking on Paper","Sweat Loaf aka Big Dogs > South Fork of St. Vrain Canyon > St. Vrain Canyons > Lyons > Colorado",https://www.mountainproject.com/route/105870538/walking-on-paper,3.0,-1,Trad,"5.9+ PG13",1,150,40.19295,-105.32769
Stonebridge,"South Formation > Button Rock (aka Pinewood Rock) > North Fork of the St. Vrain River > St. Vrain Canyons > Lyons > Colorado",https://www.mountainproject.com/route/108875951/stonebridge,3.0,-1,Trad,5.11c,2,200,40.24453,-105.33163
"Swat Team","The Palace > North Fork of the St. Vrain River > St. Vrain Canyons > Lyons > Colorado",https://www.mountainproject.com/route/108875972/swat-team,3.0,-1,Trad,5.10c,1,90,40.27565,-105.3855
"For a Few Dollars More","Third Band > Country-Western Crags > South Fork of St. Vrain Canyon > St. Vrain Canyons > Lyons > Colorado",https://www.mountainproject.com/route/124165065/for-a-few-dollars-more,3.0,-1,Trad,5.10c,1,,40.19527,-105.32754
