Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
Haystack,"East Wall > Main Formation > Lover's Leap > Highway 50 Corridor > Lake Tahoe > California",https://www.mountainproject.com/route/105810596/haystack,3.2,-1,Trad,5.8,3,400,38.80261,-120.13204
"Power Lust","Main Wall > Main Formation > Lover's Leap > Highway 50 Corridor > Lake Tahoe > California",https://www.mountainproject.com/route/105927712/power-lust,3.2,-1,Sport,5.11-,1,85,38.80006,-120.13522
"Pony Express","West Face > Sugarloaf > Sugarloaf Area > Highway 50 Corridor > Lake Tahoe > California",https://www.mountainproject.com/route/105735647/pony-express,3.2,-1,Trad,5.8,2,170,38.77639,-120.3085
"Over Easy","Middle Spire > Phantom Spires > Highway 50 Corridor > Lake Tahoe > California",https://www.mountainproject.com/route/105859160/over-easy,3.2,-1,Trad,5.7,1,,38.7875,-120.2441
Farley,"East Face > Sugarloaf > Sugarloaf Area > Highway 50 Corridor > Lake Tahoe > California",https://www.mountainproject.com/route/105911320/farley,3.2,-1,Trad,5.9,1,80,38.77622,-120.30784
"Long Shot","The Cove > Bowman Valley > Bowman/Emeralds > I-80 Corridor > Lake Tahoe > California",https://www.mountainproject.com/route/108390274/long-shot,3.2,-1,Sport,5.10c,1,100,39.4398,-120.6585
"Where's The Beef","Fast Food Wall > The Benches > The Emeralds > Bowman/Emeralds > I-80 Corridor > Lake Tahoe > California",https://www.mountainproject.com/route/111953469/wheres-the-beef,3.2,-1,Sport,5.10c,1,100,39.32749,-120.64662
Scheister,"East Face > Sugarloaf > Sugarloaf Area > Highway 50 Corridor > Lake Tahoe > California",https://www.mountainproject.com/route/105911398/scheister,3.0,-1,Trad,5.7,3,300,38.77622,-120.30784
"East Crack","East Wall > Main Formation > Lover's Leap > Highway 50 Corridor > Lake Tahoe > California",https://www.mountainproject.com/route/105812271/east-crack,3.1,-1,Trad,5.8,3,400,38.80261,-120.13204
"Quest for Glory","Eagle Lake Cliff > Eagle Creek Canyon > West Shore > Lake Tahoe > California",https://www.mountainproject.com/route/106663119/quest-for-glory,3.4,-1,Trad,5.10d,1,,38.93997,-120.12315
"Scale Wall","Scale Wall > Cave Valley (aka Auburn Quarry) > Auburn SRA > Auburn and Grass Valley > I-80 Corridor > Lake Tahoe > California",https://www.mountainproject.com/route/105735122/scale-wall,3.1,-1,Sport,5.10b/c,1,55,38.91564,-121.01437
Dominion,"East Face > Sugarloaf > Sugarloaf Area > Highway 50 Corridor > Lake Tahoe > California",https://www.mountainproject.com/route/106033350/dominion,3.1,-1,Trad,5.10a,1,120,38.77622,-120.30784
"Preparation H","East Wall > Main Formation > Lover's Leap > Highway 50 Corridor > Lake Tahoe > California",https://www.mountainproject.com/route/105810606/preparation-h,3.1,-1,Trad,5.8,1,130,38.80261,-120.13204
"Rated X","3. Black Wall - Right > Black Wall > Donner Summit > I-80 Corridor > Lake Tahoe > California",https://www.mountainproject.com/route/106490139/rated-x,3.0,-1,Trad,5.8,2,200,39.32564,-120.31425
Dinkum,"Dinkum Gulley > Bucks Bar Dome > Cosumnes River Gorge > Placerville > Highway 50 Corridor > Lake Tahoe > California",https://www.mountainproject.com/route/105736208/dinkum,3.0,-1,"Trad, TR",5.9,1,40,38.64881,-120.70662
Gingerbread,"Upper Spire > Phantom Spires > Highway 50 Corridor > Lake Tahoe > California",https://www.mountainproject.com/route/105858259/gingerbread,3.0,-1,Trad,5.7,2,,38.78867,-120.24518
"Molar Concentration","2. Gully - Left Side > North Face > Snowshed Wall > Donner Summit > I-80 Corridor > Lake Tahoe > California",https://www.mountainproject.com/route/105947661/molar-concentration,3.0,-1,Trad,5.10b,1,60,39.31615,-120.31908
"Test Piece","Main Area > Bucks Bar Dome > Cosumnes River Gorge > Placerville > Highway 50 Corridor > Lake Tahoe > California",https://www.mountainproject.com/route/105735224/test-piece,3.0,-1,"Trad, TR",5.8,1,30,38.64891,-120.70634
Sinbad-Herbert,"Lower Buttress > Lover's Leap > Highway 50 Corridor > Lake Tahoe > California",https://www.mountainproject.com/route/105889281/sinbad-herbert,3.0,-1,Trad,5.10d,1,180,38.8003,-120.13695
"The Prow","Middle Spire > Phantom Spires > Highway 50 Corridor > Lake Tahoe > California",https://www.mountainproject.com/route/105736333/the-prow,3.0,-1,Sport,5.10-,1,40,38.7875,-120.2441
Goldilocks,"Goldilocks Wall > Donner Summit > I-80 Corridor > Lake Tahoe > California",https://www.mountainproject.com/route/105898554/goldilocks,3.2,-1,"Sport, TR",5.11a,1,,39.31662,-120.32456
"Sands of Time","1. Northeast Face > Calaveras Dome > Calaveras Domes > Carson Pass Highway (88) > Lake Tahoe > California",https://www.mountainproject.com/route/106472794/sands-of-time,3.4,-1,Trad,5.9,6,1000,38.48669,-120.22452
"Push To Open","The Dollar Store > The Benches > The Emeralds > Bowman/Emeralds > I-80 Corridor > Lake Tahoe > California",https://www.mountainproject.com/route/108284980/push-to-open,2.9,-1,Sport,5.10a,1,60,39.325,-120.64942
"Uncomfortably Dumb","Horseshoe Canyon > Cave Valley (aka Auburn Quarry) > Auburn SRA > Auburn and Grass Valley > I-80 Corridor > Lake Tahoe > California",https://www.mountainproject.com/route/105735125/uncomfortably-dumb,2.9,-1,Sport,5.10b,1,80,38.91522,-121.01422
Mixologist,"Hogwild > Hogsback > Lover's Leap > Highway 50 Corridor > Lake Tahoe > California",https://www.mountainproject.com/route/106225525/mixologist,2.9,-1,Trad,5.9+,1,60,38.80235,-120.1392
"In And Out Urge","Fast Food Wall > The Benches > The Emeralds > Bowman/Emeralds > I-80 Corridor > Lake Tahoe > California",https://www.mountainproject.com/route/108020360/in-and-out-urge,3.3,-1,Sport,5.11c,1,90,39.32749,-120.64662
"Hair Shirt","3. Gully - Right Side > North Face > Snowshed Wall > Donner Summit > I-80 Corridor > Lake Tahoe > California",https://www.mountainproject.com/route/105735518/hair-shirt,2.9,-1,"Trad, TR",5.8,1,80,39.31612,-120.31919
"Pow Wow","Center Wall > Big Chief Area > Truckee River Canyon > Lake Tahoe > California",https://www.mountainproject.com/route/105734978/pow-wow,2.9,-1,Sport,5.11a,1,30,39.2451,-120.20291
"East Corner","East Wall > Main Formation > Lover's Leap > Highway 50 Corridor > Lake Tahoe > California",https://www.mountainproject.com/route/105806600/east-corner,3.4,-1,Trad,5.11a/b,3,400,38.80261,-120.13204
"Karl's Gym","1. North Face Main > North Face > Snowshed Wall > Donner Summit > I-80 Corridor > Lake Tahoe > California",https://www.mountainproject.com/route/105734966/karls-gym,2.9,-1,Trad,5.10d,1,50,39.31642,-120.31884
Totality,"Chalkporium > The Benches > The Emeralds > Bowman/Emeralds > I-80 Corridor > Lake Tahoe > California",https://www.mountainproject.com/route/113508768/totality,3.1,-1,Sport,5.10d,1,70,39.32493,-120.64921
"Jam Session","2. Gully - Left Side > North Face > Snowshed Wall > Donner Summit > I-80 Corridor > Lake Tahoe > California",https://www.mountainproject.com/route/105927675/jam-session,2.8,-1,Trad,5.10b,1,70,39.31615,-120.31908
Primer,"1. Black Wall - Left > Black Wall > Donner Summit > I-80 Corridor > Lake Tahoe > California",https://www.mountainproject.com/route/106501604/primer,2.8,-1,Trad,5.9,1,50,39.32485,-120.31463
Diamond,"Right Side > Mayhem Cove > Eagle Creek Canyon > West Shore > Lake Tahoe > California",https://www.mountainproject.com/route/105735206/diamond,2.9,-1,Sport,5.10b,1,90,38.9535,-120.11447
"Finger Licker","3. Black Wall - Right > Black Wall > Donner Summit > I-80 Corridor > Lake Tahoe > California",https://www.mountainproject.com/route/106243936/finger-licker,3.3,-1,Trad,5.11a,1,70,39.32564,-120.31425
"Crepes Corner","Main Wall (Left) > 7. Main Wall > The Pie Shop > South Shore > Lake Tahoe > California",https://www.mountainproject.com/route/105863860/crepes-corner,2.8,-1,Trad,5.7,1,,38.87941,-120.01295
"Labor of Love","East Wall > Main Formation > Lover's Leap > Highway 50 Corridor > Lake Tahoe > California",https://www.mountainproject.com/route/105798304/labor-of-love,3.2,-1,Sport,"5.10b PG13",1,130,38.80261,-120.13204
"Cubic Zarconia","Right Side > Mayhem Cove > Eagle Creek Canyon > West Shore > Lake Tahoe > California",https://www.mountainproject.com/route/106847544/cubic-zarconia,2.8,-1,Sport,5.10a/b,1,100,38.9535,-120.11447
Destructomatic,"Wreckage Wall > Cave Valley (aka Auburn Quarry) > Auburn SRA > Auburn and Grass Valley > I-80 Corridor > Lake Tahoe > California",https://www.mountainproject.com/route/107754121/destructomatic,3.1,-1,Sport,5.11b,1,80,38.91441,-121.01485
"Rat's Tooth","1. Black Wall - Left > Black Wall > Donner Summit > I-80 Corridor > Lake Tahoe > California",https://www.mountainproject.com/route/106180131/rats-tooth,2.9,-1,Trad,5.10a,1,90,39.32485,-120.31463
"Silk Road (High Times)","1. Northeast Face > Calaveras Dome > Calaveras Domes > Carson Pass Highway (88) > Lake Tahoe > California",https://www.mountainproject.com/route/108385440/silk-road-high-times,3.9,-1,Trad,5.11,14,1000,38.48669,-120.22452
"God of Thunder (.10c Variation)","Dear John Buttress > Lover's Leap > Highway 50 Corridor > Lake Tahoe > California",https://www.mountainproject.com/route/106473863/god-of-thunder-10c-variation,2.8,-1,Trad,5.10c,1,40,38.79911,-120.137
"The Thing","1. North Face Main > North Face > Snowshed Wall > Donner Summit > I-80 Corridor > Lake Tahoe > California",https://www.mountainproject.com/route/106213134/the-thing,3.1,-1,Trad,5.10d,1,,39.31642,-120.31884
"Flying Snakes","The Cove > Bowman Valley > Bowman/Emeralds > I-80 Corridor > Lake Tahoe > California",https://www.mountainproject.com/route/108013148/flying-snakes,3.5,-1,Sport,5.11a,1,80,39.4398,-120.6585
"Whisker Biscuit","3 - Donnie G > The Fortress > Woodfords Canyon > Carson Pass Highway (88) > Lake Tahoe > California",https://www.mountainproject.com/route/106363274/whisker-biscuit,3.1,-1,Trad,5.9,1,80,38.76933,-119.85315
Festus,"South Wall > Big Chief Area > Truckee River Canyon > Lake Tahoe > California",https://www.mountainproject.com/route/107334413/festus,3.2,-1,Sport,5.10a,1,70,39.24416,-120.20261
"I Be Jammin'","4 - Second Alcove > The Fortress > Woodfords Canyon > Carson Pass Highway (88) > Lake Tahoe > California",https://www.mountainproject.com/route/106452357/i-be-jammin,3.5,-1,Trad,5.10a,1,75,38.76946,-119.85281
"Bolee Gold","South Face > Sugarloaf > Sugarloaf Area > Highway 50 Corridor > Lake Tahoe > California",https://www.mountainproject.com/route/105736270/bolee-gold,3.4,-1,Trad,5.10c,4,400,38.7759,-120.30819
"Unknown Chimney","Eagle Lake Cliff > Eagle Creek Canyon > West Shore > Lake Tahoe > California",https://www.mountainproject.com/route/107252668/unknown-chimney,3.2,-1,Sport,5.8,1,80,38.93997,-120.12315
"Sweating Bullets","Honeycomb Wall > Big Chief Area > Truckee River Canyon > Lake Tahoe > California",https://www.mountainproject.com/route/106487423/sweating-bullets,2.9,-1,Sport,5.10+,1,90,39.24428,-120.20265
Neutron,"High Energy Wall > Cloudburst Canyon > Woodfords Canyon > Carson Pass Highway (88) > Lake Tahoe > California",https://www.mountainproject.com/route/109543052/neutron,3.7,-1,Trad,5.10a/b,1,70,38.7622,-119.86184
DWI,"Left Side > Mayhem Cove > Eagle Creek Canyon > West Shore > Lake Tahoe > California",https://www.mountainproject.com/route/105735002/dwi,2.9,-1,Sport,5.11b,1,40,38.95326,-120.11439
"God of Thunder (5.11b Variation)","Dear John Buttress > Lover's Leap > Highway 50 Corridor > Lake Tahoe > California",https://www.mountainproject.com/route/107695666/god-of-thunder-511b-variation,3.4,-1,Trad,5.11a/b,1,40,38.79911,-120.137
"New Moon","1. Black Wall - Left > Black Wall > Donner Summit > I-80 Corridor > Lake Tahoe > California",https://www.mountainproject.com/route/107237848/new-moon,3.4,-1,Trad,5.10d,1,60,39.32485,-120.31463
"Buster Brown","Eagle Lake Cliff > Eagle Creek Canyon > West Shore > Lake Tahoe > California",https://www.mountainproject.com/route/105879434/buster-brown,3.2,-1,Trad,5.10b,1,,38.93997,-120.12315
"Release the Lions","Twin Towers > Cave Valley (aka Auburn Quarry) > Auburn SRA > Auburn and Grass Valley > I-80 Corridor > Lake Tahoe > California",https://www.mountainproject.com/route/108002956/release-the-lions,3.7,-1,Sport,5.11c,1,100,38.91376,-121.01472
"Cat Scratch Fever","1 - Books Area > The Fortress > Woodfords Canyon > Carson Pass Highway (88) > Lake Tahoe > California",https://www.mountainproject.com/route/106519990/cat-scratch-fever,3.3,-1,Trad,5.10a/b,1,60,38.76886,-119.85429
Bypass,"2. Gully - Left Side > North Face > Snowshed Wall > Donner Summit > I-80 Corridor > Lake Tahoe > California",https://www.mountainproject.com/route/107505770/bypass,3.5,-1,Trad,5.11a,1,80,39.31615,-120.31908
"Gemini Cracks","Hammer Dome > Calaveras Domes > Carson Pass Highway (88) > Lake Tahoe > California",https://www.mountainproject.com/route/105898459/gemini-cracks,3.1,-1,Trad,5.9-,3,,38.49188,-120.22803
"Howler Monkey","Wreckage Wall > Cave Valley (aka Auburn Quarry) > Auburn SRA > Auburn and Grass Valley > I-80 Corridor > Lake Tahoe > California",https://www.mountainproject.com/route/105735317/howler-monkey,2.9,-1,Sport,5.11a,1,50,38.91441,-121.01485
"Sun Burn","The Fortress > The Benches > The Emeralds > Bowman/Emeralds > I-80 Corridor > Lake Tahoe > California",https://www.mountainproject.com/route/108070237/sun-burn,2.8,-1,Sport,5.11b,1,55,39.32525,-120.6488
Moonshine,"Distillery Wall > Luther Rock > South Shore > Lake Tahoe > California",https://www.mountainproject.com/route/105735008/moonshine,3.6,-1,Sport,5.10c,1,90,38.80522,-120.00333
"Shadows On The Earth","The Fortress > The Benches > The Emeralds > Bowman/Emeralds > I-80 Corridor > Lake Tahoe > California",https://www.mountainproject.com/route/108070262/shadows-on-the-earth,3.1,-1,Sport,5.11b,1,70,39.32525,-120.6488
"Bush League","One Of These Days Buttress > Cloudburst Canyon > Woodfords Canyon > Carson Pass Highway (88) > Lake Tahoe > California",https://www.mountainproject.com/route/106934267/bush-league,2.9,-1,Trad,5.10a,1,65,38.76132,-119.86108
Bookmark,"Central Wall > Main Formation > Lover's Leap > Highway 50 Corridor > Lake Tahoe > California",https://www.mountainproject.com/route/105875495/bookmark,3.0,-1,Trad,5.8,3,370,38.8014,-120.13299
"Blue Velvet","East Face > Sugarloaf > Sugarloaf Area > Highway 50 Corridor > Lake Tahoe > California",https://www.mountainproject.com/route/105911327/blue-velvet,3.2,-1,Sport,5.10c,1,100,38.77622,-120.30784
"Lightning Bolt","90 Foot Wall > Eagle Creek Canyon > West Shore > Lake Tahoe > California",https://www.mountainproject.com/route/105735947/lightning-bolt,2.8,-1,"Trad, TR",5.10b,1,80,38.9506,-120.1165
"Lesbian Love","Upper Spire > Phantom Spires > Highway 50 Corridor > Lake Tahoe > California",https://www.mountainproject.com/route/106796104/lesbian-love,3.6,-1,Sport,5.11c,1,110,38.78867,-120.24518
"Old Camp Dihedral","Old Camp Bluff > Silver Lake > Carson Pass Highway (88) > Lake Tahoe > California",https://www.mountainproject.com/route/112064304/old-camp-dihedral,3.4,-1,"Trad, TR",5.7+,1,50,38.66885,-120.13085
"Self Abuse","Midway Rock > Sugarloaf Area > Highway 50 Corridor > Lake Tahoe > California",https://www.mountainproject.com/route/107031040/self-abuse,3.5,-1,Trad,5.10b,1,45,38.7751,-120.3095
"Penny Candy","Middle Spire > Phantom Spires > Highway 50 Corridor > Lake Tahoe > California",https://www.mountainproject.com/route/106038234/penny-candy,3.0,-1,Sport,5.10a,1,40,38.7875,-120.2441
"Karl's Overhang","2. Main - Right > School Rock > Donner Summit > I-80 Corridor > Lake Tahoe > California",https://www.mountainproject.com/route/106191553/karls-overhang,3.7,-1,Trad,5.11,1,,39.32001,-120.32196
"Craven Image","West Wall > Main Formation > Lover's Leap > Highway 50 Corridor > Lake Tahoe > California",https://www.mountainproject.com/route/105875732/craven-image,3.3,-1,Trad,5.7,5,,38.7991,-120.1361
"Just Do It","Luther Spires - Main Area > Luther Spires > South Shore > Lake Tahoe > California",https://www.mountainproject.com/route/108177942/just-do-it,3.3,-1,Sport,5.10c,1,60,38.79979,-119.99979
"Eeyore's Enigma","Main Wall > Main Formation > Lover's Leap > Highway 50 Corridor > Lake Tahoe > California",https://www.mountainproject.com/route/105806618/eeyores-enigma,3.8,-1,Trad,5.10a,4,500,38.80006,-120.13522
"Steppin' Stone","Upper Spire > Phantom Spires > Highway 50 Corridor > Lake Tahoe > California",https://www.mountainproject.com/route/105875709/steppin-stone,3.6,-1,Trad,5.11b,2,,38.78867,-120.24518
Skullduggery,"Right Side > Mayhem Cove > Eagle Creek Canyon > West Shore > Lake Tahoe > California",https://www.mountainproject.com/route/105735029/skullduggery,3.4,-1,Sport,5.11a,1,70,38.9535,-120.11447
"Harding's Chimney","East Face > Sugarloaf > Sugarloaf Area > Highway 50 Corridor > Lake Tahoe > California",https://www.mountainproject.com/route/105920826/hardings-chimney,3.0,-1,Trad,"5.7 R",3,435,38.77622,-120.30784
Rehab,"Dear John Buttress > Lover's Leap > Highway 50 Corridor > Lake Tahoe > California",https://www.mountainproject.com/route/105735617/rehab,3.0,-1,Trad,5.11a,1,70,38.79911,-120.137
"Mixed Emotions","Luther Spires - Main Area > Luther Spires > South Shore > Lake Tahoe > California",https://www.mountainproject.com/route/105736073/mixed-emotions,3.2,-1,Trad,5.10a,1,70,38.79979,-119.99979
Fandango,"East Wall > Main Formation > Lover's Leap > Highway 50 Corridor > Lake Tahoe > California",https://www.mountainproject.com/route/106490102/fandango,3.1,-1,Trad,5.9,2,350,38.80261,-120.13204
"Widow Maker","Widow Maker > Luther Spires > South Shore > Lake Tahoe > California",https://www.mountainproject.com/route/105736393/widow-maker,3.4,-1,Sport,5.10a,1,50,38.80073,-120.00039
"Meat Lover Crack AKA Bat Crack","Old Camp Bluff > Silver Lake > Carson Pass Highway (88) > Lake Tahoe > California",https://www.mountainproject.com/route/112064367/meat-lover-crack-aka-bat-crack,3.5,-1,"Trad, TR",5.10b,1,60,38.66885,-120.13085
Proton,"High Energy Wall > Cloudburst Canyon > Woodfords Canyon > Carson Pass Highway (88) > Lake Tahoe > California",https://www.mountainproject.com/route/109578245/proton,3.7,-1,Trad,5.11b,1,70,38.7622,-119.86184
"Orange Wedge","2nd Tier > The Tiers > Cloudburst Canyon > Woodfords Canyon > Carson Pass Highway (88) > Lake Tahoe > California",https://www.mountainproject.com/route/108213266/orange-wedge,2.9,-1,Trad,5.10a,1,70,38.7618,-119.86175
