Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"Thin Slice","Parking Lot Rock - Northeast > Parking Lot Rock > City of Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/105741581/thin-slice,3.7,-1,Trad,5.10a,1,100,42.08386,-113.72246
"Shock and Awe","West Buttress - South > Castle Rocks > Castle Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/105811909/shock-and-awe,3.7,-1,Sport,5.10a,1,80,42.12441,-113.67193
Redtail,"Rabbit Rock - Southwest > Rabbit Rock > City of Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/105742076/redtail,3.6,-1,Sport,5.11a,1,150,42.08358,-113.72075
"The Drilling Fields","The Drilling Fields > Drilling Fields > City of Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/105846013/the-drilling-fields,3.6,-1,Sport,5.11a,1,100,42.08183,-113.71814
Colossus,"Bath Rock - West > Bath Rock > City of Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/105741866/colossus,3.5,-1,Sport,5.10c,1,80,42.07578,-113.7227
"Animal Cracker","Animal Cracker Rock > City of Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/105741521/animal-cracker,3.6,-1,Trad,5.10a,2,200,42.08716,-113.72271
Harvest,"Window Rock - West > Window Rock > City of Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/106216192/harvest,3.6,-1,Trad,5.11a,1,85,42.08533,-113.72273
Batwings,"Parking Lot Rock - West > Parking Lot Rock > City of Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/105740951/batwings,3.5,-1,Trad,5.8+,1,180,42.08342,-113.72294
"Scar Tissue","The Office > City of Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/105853841/scar-tissue,3.6,-1,Trad,5.11-,1,90,42.08122,-113.72105
Interceptor,"Upper Broadloaves - North > Breadloaves > City of Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/106002801/interceptor,3.6,-1,Trad,5.11a,1,80,42.08838,-113.7291
"Honeymoon in Almo","Hostess Gully - West Corridor > Castle Rocks > Castle Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/105742172/honeymoon-in-almo,3.6,-1,Sport,5.11a,1,100,42.12433,-113.67199
"Too Much Fun","Bumblie Rock > City of Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/105742073/too-much-fun,3.5,-1,Sport,5.8,1,150,42.07848,-113.7135
"Red Rib","Hostess Gully - West Corridor > Castle Rocks > Castle Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/105811870/red-rib,3.5,-1,Sport,5.10a/b,1,195,42.12433,-113.67199
Myopia,"The Elephant's Perch > The Sawtooth Range > Central Idaho > Idaho",https://www.mountainproject.com/route/105996539/myopia,3.8,-1,"Trad, Alpine",5.11-,9,,44.06857,-114.97445
"Sudden Pleasure","Rabbit Rock - Southwest > Rabbit Rock > City of Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/105742085/sudden-pleasure,3.5,-1,Sport,5.11b,1,70,42.08358,-113.72075
"Yellow Man","Martini Sector > The Discovery Wall > The Fins > Central Idaho > Idaho",https://www.mountainproject.com/route/108134263/yellow-man,3.4,-1,Sport,5.11a,1,70,43.72721,-113.08171
"Astro Elephant","The Elephant's Perch > The Sawtooth Range > Central Idaho > Idaho",https://www.mountainproject.com/route/105996567/astro-elephant,3.3,-1,"Trad, Alpine",5.10b/c,10,,44.06857,-114.97445
"Brown Flake","Morning Glory Spire > City of Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/105741587/brown-flake,3.5,-1,Trad,5.10d,1,90,42.08282,-113.72147
"Double Cracks","King on the Throne - West > King on the Throne > City of Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/105838058/double-cracks,3.4,-1,Trad,5.10,1,70,42.08476,-113.72663
"I Can't Believe It","Slabbage Patch > City of Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/105864016/i-cant-believe-it,3.4,-1,Sport,5.10a,1,75,42.07858,-113.71532
Twinkie,"Hostess Gully - West Corridor > Castle Rocks > Castle Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/105742184/twinkie,3.4,-1,Trad,5.10c,1,70,42.12433,-113.67199
Splitter,"The Comp Wall > Comp Rock > East Sector > Castle Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/106460901/splitter,3.8,-1,Trad,5.11a,2,180,42.13546,-113.66962
"Shop and Compare","The Comp Wall > Comp Rock > East Sector > Castle Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/106460891/shop-and-compare,3.6,-1,"Trad, Sport",5.10a,3,260,42.13546,-113.66962
Firewater,"Flaming Rock > City of Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/105799349/firewater,3.4,-1,Sport,5.11b,1,80,42.07673,-113.7137
"Eye-Full Tower","Bracksiek's Pillar > South Hills > Castle Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/106210372/eye-full-tower,3.5,-1,Sport,5.8,2,160,42.13496,-113.67163
Thriller,"07. Psychedelic Rock > Mortal Earth > The Fins > Central Idaho > Idaho",https://www.mountainproject.com/route/113520041/thriller,3.5,-1,Sport,5.11a,1,95,43.7201,-113.07682
"Columbian Crack","Elephant Rock - East > Elephant Rock > City of Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/105741563/columbian-crack,3.2,-1,Trad,5.7,1,150,42.06739,-113.70894
"Mystery Achievement","Super Hits - Bloody Fingers > Breadloaves > City of Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/107682572/mystery-achievement,3.2,-1,Sport,5.7,1,110,42.08728,-113.72925
"Strawberry Fields","Elephant Rock - North > Elephant Rock > City of Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/115409340/strawberry-fields,3.3,-1,Sport,5.9,1,90,42.06716,-113.7094
"Just Another Pretty Face","Parking Lot Rock - East > Parking Lot Rock > City of Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/105740954/just-another-pretty-face,3.2,-1,Sport,5.10c/d,1,80,42.08342,-113.72222
"Private Idaho","Bath Rock - West > Bath Rock > City of Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/105740984/private-idaho,3.1,-1,Trad,5.9,1,90,42.07578,-113.7227
"Scream Cheese","Anteater - West > Anteater Rock > City of Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/105741593/scream-cheese,3.1,-1,Sport,5.9,1,70,42.08229,-113.7218
"Big Time","Castle Rock - South Face > Castle Rocks > Castle Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/105742169/big-time,3.1,-1,Sport,5.7,4,400,42.12369,-113.67155
"Adolescent Homosapien","Decadent Wall > Breadloaves > City of Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/105741617/adolescent-homosapien,3.0,-1,Trad,5.7,1,110,42.08612,-113.72944
Cairo,"Parking Lot Rock - Northeast > Parking Lot Rock > City of Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/105740960/cairo,3.1,-1,Sport,5.11a,1,80,42.08386,-113.72246
"Loch Ness Monster","Bath Rock - West > Bath Rock > City of Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/105741044/loch-ness-monster,3.2,-1,Sport,5.11,1,80,42.07578,-113.7227
"Short Circuit","Transformer Corridor > City of Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/105862525/short-circuit,3.1,-1,"Trad, Sport",5.10a,1,75,42.078,-113.71315
"Funky Bolt","Parking Lot Rock - East > Parking Lot Rock > City of Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/105740957/funky-bolt,3.0,-1,Trad,"5.9 R",1,160,42.08342,-113.72222
"Bumblie Takes a Tumblie","Bumblie Rock > City of Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/105742070/bumblie-takes-a-tumblie,3.1,-1,Sport,5.11a,1,90,42.07848,-113.7135
"Sweet Adene","Populace Wall > Black Cliffs > West Idaho > Idaho",https://www.mountainproject.com/route/107641513/sweet-adene,3.1,-1,Sport,5.8,1,55,43.53639,-116.08633
"Mantle Dynamics","Comp Rock - East Face > Comp Rock > East Sector > Castle Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/105838569/mantle-dynamics,3.2,-1,Sport,5.10b,1,100,42.1359,-113.6689
"Intruding Dike","Bloody Fingers Corridor > Breadloaves > City of Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/105741011/intruding-dike,3.0,-1,Trad,5.7,1,110,42.08751,-113.7293
"Carol's Crack","Decadent Wall > Breadloaves > City of Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/105741512/carols-crack,3.0,-1,Trad,5.8,1,100,42.08612,-113.72944
"Morning Glory","Morning Glory Spire > City of Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/105982849/morning-glory,3.0,-1,Sport,5.10d,3,250,42.08282,-113.72147
"Fall Line","Morning Glory Spire > City of Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/105741035/fall-line,3.0,-1,Sport,5.10b,1,90,42.08282,-113.72147
"Cruel Shoes","Stripe Rock > City of Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/105742130/cruel-shoes,2.9,-1,Sport,5.7,3,,42.08973,-113.70937
"Return of the Bumblie","Bumblie Rock > City of Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/112025172/return-of-the-bumblie,3.1,-1,Sport,5.10a/b,1,80,42.07848,-113.7135
"The Good Stuff","Tahitian Rocks > City of Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/106250864/the-good-stuff,3.1,-1,Sport,5.10a,1,70,42.09151,-113.70618
Lego,"Building Blocks - West > Building Blocks > City of Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/105980641/lego,3.0,-1,Sport,"5.10a PG13",1,95,42.08494,-113.69766
Sinocranium,"Steinfell's Dome > City of Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/105740942/sinocranium,2.9,-1,"Sport, Aid","5.8 A0",6,650,42.09646,-113.68672
Zinger,"Hostess Gully - West Corridor > Castle Rocks > Castle Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/105742181/zinger,3.0,-1,Sport,5.8,3,290,42.12433,-113.67199
"Twist and Crawl","Super Hits - Bloody Fingers > Breadloaves > City of Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/105741101/twist-and-crawl,3.0,-1,Trad,"5.8 R",1,110,42.08728,-113.72925
"Pigs on a Wing","The Drilling Fields > Drilling Fields > City of Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/106161440/pigs-on-a-wing,3.6,-1,Sport,5.11a,1,,42.08183,-113.71814
"Prepare for Soaring Seagulls","Elephant Rock - North > Elephant Rock > City of Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/105741056/prepare-for-soaring-seagulls,2.9,-1,Trad,5.10d,1,90,42.06716,-113.7094
"New York Is Not The City","Bumblie Rock > City of Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/105742067/new-york-is-not-the-city,2.9,-1,Sport,5.10a,1,80,42.07848,-113.7135
"Conceptual Reality","Gallstone, The > City of Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/105847435/conceptual-reality,2.9,-1,Trad,5.9-,1,85,42.06573,-113.70852
"Lost Pioneers","Upper Breadloaves - East > Breadloaves > City of Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/105962059/lost-pioneers,2.9,-1,Trad,"5.10a PG13",1,100,42.08784,-113.72878
Jug-A-Lug,"The Crack House > Castle Rocks > Castle Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/105811915/jug-a-lug,2.9,-1,Sport,5.10a,1,50,42.12519,-113.67126
Solstice,"Parking Lot Rock - West > Parking Lot Rock > City of Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/110650353/solstice,2.8,-1,Sport,5.10a,1,95,42.08342,-113.72294
"Fred Rassmussen","Upper Breadloaves - East > Breadloaves > City of Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/105820338/fred-rassmussen,2.8,-1,Trad,5.8,1,70,42.08784,-113.72878
"City Girls","Flaming Rock > City of Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/105799291/city-girls,2.8,-1,Sport,5.10c,1,75,42.07673,-113.7137
"Eagle Crack","Eagle Rock > City of Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/106548476/eagle-crack,3.6,-1,Trad,5.10a,1,110,42.04009,-113.71336
"Quest for Fire","Flaming Rock > City of Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/105799356/quest-for-fire,2.9,-1,Sport,5.10c,1,80,42.07673,-113.7137
"The Awakening","King on the Throne - West > King on the Throne > City of Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/105845616/the-awakening,3.3,-1,"Trad, Sport",5.11a,1,65,42.08476,-113.72663
"When Vegans Attack","The Head Wall > The Fins > Central Idaho > Idaho",https://www.mountainproject.com/route/108220723/when-vegans-attack,2.8,-1,Sport,5.11b/c,1,60,43.73023,-113.08384
"Tide Country","Upper Broadloaves - North > Breadloaves > City of Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/105956715/tide-country,3.0,-1,Trad,5.10a,1,100,42.08838,-113.7291
"Crimson Arete","Castle Rock - East Face > Castle Rocks > Castle Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/105811929/crimson-arete,2.8,-1,Sport,5.10a,1,60,42.12418,-113.6714
"Stems and Jammies","Populace Wall > Black Cliffs > West Idaho > Idaho",https://www.mountainproject.com/route/106069021/stems-and-jammies,3.0,-1,"Trad, TR",5.7,1,60,43.53639,-116.08633
"Wind Dance","Upper Breadloaves - East > Breadloaves > City of Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/115450967/wind-dance,2.8,-1,Sport,5.7,1,100,42.08784,-113.72878
Vibrator,"Transformer Corridor > City of Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/105862540/vibrator,3.1,-1,"Trad, Sport",5.10d,1,75,42.078,-113.71315
"Hesitation Blues","Rabbit Rock - Northeast > Rabbit Rock > City of Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/105968954/hesitation-blues,2.8,-1,Trad,5.7,1,125,42.08447,-113.72105
"Caudill Queen King Route (AKA Memorial Route)","Slick Rock > McCall Area > West Idaho > Idaho",https://www.mountainproject.com/route/106018806/caudill-queen-king-route-aka-memorial-route,3.1,-1,Sport,5.8+,8,1000,44.95018,-115.94934
"Coo Coo Cachoo","Bracksiek's Pillar > South Hills > Castle Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/106718260/coo-coo-cachoo,3.3,-1,Sport,5.8+,2,180,42.13496,-113.67163
"Bologna Pony","Short Cliffs > Black Cliffs > West Idaho > Idaho",https://www.mountainproject.com/route/106060673/bologna-pony,3.5,-1,Sport,5.10d,1,40,43.53993,-116.09204
Techno-Weenie,"Building Blocks - East > Building Blocks > City of Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/106804297/techno-weenie,3.5,-1,Trad,5.11b,1,70,42.08494,-113.69766
"To Have and to Hold","Poultry Pillar - Wedding Wall > Castle Rocks > Castle Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/105812213/to-have-and-to-hold,2.9,-1,Sport,5.9,1,80,42.12554,-113.67174
Pogemahone,"Creekside > City of Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/106183822/pogemahone,3.4,-1,Sport,5.11a,1,110,42.08058,-113.72115
"Hungry Eyes","Pointless Crag > East Idaho > Idaho",https://www.mountainproject.com/route/107690735/hungry-eyes,2.9,-1,Sport,5.9,1,70,43.60011,-111.64161
"Chomping at the Bit","Transformer Corridor > City of Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/105866159/chomping-at-the-bit,3.3,-1,"Trad, Sport",5.11a,1,80,42.078,-113.71315
"Silent Partner","The Office > City of Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/105853642/silent-partner,3.3,-1,Trad,5.10d,1,100,42.08122,-113.72105
"SE Face","Warbonnet Peak > The Sawtooth Range > Central Idaho > Idaho",https://www.mountainproject.com/route/110776977/se-face,3.8,-1,"Trad, Alpine",5.7,6,700,44.07987,-115.05359
"Fly By Night","Paramount Rock > East Idaho > Idaho",https://www.mountainproject.com/route/106787006/fly-by-night,2.9,-1,Sport,5.8,1,,43.6379,-111.6543
"Corridor Crack","The Boxtop > City of Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/106482744/corridor-crack,3.1,-1,Trad,5.8,1,45,42.0809,-113.70743
Handy,"Comp Rock - East Face > Comp Rock > East Sector > Castle Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/106718575/handy,3.1,-1,"Trad, Sport",5.7,1,90,42.1359,-113.6689
"Fly Like an Eagle","Eagle Rock > City of Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/106260788/fly-like-an-eagle,3.6,-1,"Trad, Sport",5.11a,1,115,42.04009,-113.71336
"Fire in the belly","Skunk Cave > Dierkes Lake > Twin Falls and the Snake River Canyon > South Idaho > Idaho",https://www.mountainproject.com/route/105850229/fire-in-the-belly,3.6,-1,Sport,5.10d,1,60,42.59755,-114.38383
"Cherts So Good","12. Dark Side of the Moon > Mortal Earth > The Fins > Central Idaho > Idaho",https://www.mountainproject.com/route/114552178/cherts-so-good,3.5,-1,Sport,5.10-,1,100,43.72126,-113.07765
Ziplock,"The Alcove > Dierkes Lake > Twin Falls and the Snake River Canyon > South Idaho > Idaho",https://www.mountainproject.com/route/105848942/ziplock,3.6,-1,Sport,5.11a/b,1,80,42.5974,-114.39049
"Pabst Smear","West Car Body Canyon > Black Cliffs > West Idaho > Idaho",https://www.mountainproject.com/route/107116440/pabst-smear,3.5,-1,"Trad, Sport",5.10b,1,60,43.53485,-116.08234
Roadkill,"Rabbit Rock - Northeast > Rabbit Rock > City of Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/106791268/roadkill,3.1,-1,"Trad, Sport",5.10b,1,120,42.08447,-113.72105
"Checkered Demon","Checkered Demon > City of Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/106015721/checkered-demon,3.2,-1,"Trad, Boulder","5.11b V4",1,100,42.06539,-113.70937
"Spud Meets Hammerhead","Parking Lot Rock - East > Parking Lot Rock > City of Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/105741863/spud-meets-hammerhead,3.2,-1,Sport,5.11c,1,80,42.08342,-113.72222
"Jude 24","Death Fall Wall > Q'Emiln Park > North Idaho > Idaho",https://www.mountainproject.com/route/106399696/jude-24,3.4,-1,"Sport, TR",5.11a/b,1,50,47.70276,-116.95679
"Circus Roof","Anteater - East > Anteater Rock > City of Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/106183606/circus-roof,2.9,-1,Trad,5.10c,1,40,42.08229,-113.7218
"Boxtop Traverse","The Boxtop > City of Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/106482766/boxtop-traverse,3.2,-1,Trad,"5.9 PG13",3,150,42.0809,-113.70743
"Fearless Leader","Rocky Wall > Q'Emiln Park > North Idaho > Idaho",https://www.mountainproject.com/route/106197734/fearless-leader,3.6,-1,"Sport, TR",5.11c,1,50,47.70391,-116.96301
"What's the Point?","Pointless Crag > East Idaho > Idaho",https://www.mountainproject.com/route/107691226/whats-the-point,3.3,-1,Sport,5.11b,1,50,43.60011,-111.64161
"Humble's Tumble","Lower Breadloaves - Provo Wall > Breadloaves > City of Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/105967547/humbles-tumble,2.9,-1,Trad,"5.9 PG13",1,100,42.08624,-113.72903
Heartbreaker,"Heartbreaker > City of Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/105983104/heartbreaker,3.6,-1,Trad,5.10d,1,60,42.082,-113.70761
"Original Beckey","The Elephant's Perch > The Sawtooth Range > Central Idaho > Idaho",https://www.mountainproject.com/route/105996507/original-beckey,3.9,-1,"Trad, Alpine",5.11+,12,,44.06857,-114.97445
"Lost Arrow Spur","Upper Fifth Canyon > Q'Emiln Park > North Idaho > Idaho",https://www.mountainproject.com/route/106397338/lost-arrow-spur,3.0,-1,"Sport, TR",5.9,1,50,47.70252,-116.96123
"Macabre Roof","East Car Body Canyon > Black Cliffs > West Idaho > Idaho",https://www.mountainproject.com/route/107251239/macabre-roof,3.8,-1,Trad,5.10b,1,50,43.5349,-116.08157
"Northwest Passage","Lower Fifth Canyon > Q'Emiln Park > North Idaho > Idaho",https://www.mountainproject.com/route/106569498/northwest-passage,3.5,-1,Sport,5.10c,1,,47.70335,-116.96385
"The Bicycle Thief","Pointless Crag > East Idaho > Idaho",https://www.mountainproject.com/route/107695402/the-bicycle-thief,2.8,-1,Sport,5.10a,1,30,43.60011,-111.64161
"Black Thing","The Alcove > Dierkes Lake > Twin Falls and the Snake River Canyon > South Idaho > Idaho",https://www.mountainproject.com/route/105848947/black-thing,3.2,-1,Sport,5.11b,1,80,42.5974,-114.39049
Circumciser,"Tall Cliffs > Black Cliffs > West Idaho > Idaho",https://www.mountainproject.com/route/106060694/circumciser,2.8,-1,Sport,5.10b,1,75,43.5363,-116.0857
"The Young and the Pampered","Post Wall > Q'Emiln Park > North Idaho > Idaho",https://www.mountainproject.com/route/105847042/the-young-and-the-pampered,2.9,-1,Sport,5.10b,1,60,47.70358,-116.95771
"Grateful Deadpoint","00. Gateway Rock > Mortal Earth > The Fins > Central Idaho > Idaho",https://www.mountainproject.com/route/114410981/grateful-deadpoint,3.7,-1,Sport,5.11+,1,70,43.72084,-113.07571
"Aspen Leaf","Upper Breadloaves - West > Breadloaves > City of Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/106183772/aspen-leaf,2.9,-1,Trad,5.10a,2,200,42.08797,-113.72939
Frostbite,"Post Wall > Q'Emiln Park > North Idaho > Idaho",https://www.mountainproject.com/route/106487115/frostbite,2.9,-1,"Sport, TR",5.10-,1,55,47.70358,-116.95771
"Midnight Visitor","Roadside Rock > Mores Mountain > West Idaho > Idaho",https://www.mountainproject.com/route/107768433/midnight-visitor,3.4,-1,Sport,5.10b,1,95,43.8002,-116.0865
"Alpinista Sista","Bracksiek's Pillar > South Hills > Castle Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/106718247/alpinista-sista,3.0,-1,Sport,5.9,2,190,42.13496,-113.67163
"Bovine Guidance","The Nematode > City of Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/105970009/bovine-guidance,3.5,-1,Sport,5.11b,1,60,42.06666,-113.72257
"Head on a Silver Platypus","Pointless Crag > East Idaho > Idaho",https://www.mountainproject.com/route/107690646/head-on-a-silver-platypus,2.8,-1,Sport,5.10a,1,65,43.60011,-111.64161
Sleepwalker,"Pointless Crag > East Idaho > Idaho",https://www.mountainproject.com/route/107872008/sleepwalker,3.2,-1,Sport,5.10d,1,50,43.60011,-111.64161
"The Father","Mid Cliffs > Black Cliffs > West Idaho > Idaho",https://www.mountainproject.com/route/108693385/the-father,3.5,-1,Trad,5.9,1,65,43.53804,-116.08996
"White Lightning","White Lightning > City of Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/106782976/white-lightning,3.5,-1,Trad,5.10-,1,70,42.04566,-113.72183
Fido,"Electric Avenue > City of Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/107592131/fido,3.4,-1,Sport,5.11c,1,60,42.06787,-113.70513
"Yellow Wall","Yellow Wall > City of Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/108269212/yellow-wall,3.5,-1,Trad,5.9,1,105,42.0486,-113.7265
"Stone Tools","The New Fringe > Black Cliffs > West Idaho > Idaho",https://www.mountainproject.com/route/107607130/stone-tools,3.1,-1,Sport,5.10b,1,40,43.53648,-116.08677
Scraps,"Building Blocks - West > Building Blocks > City of Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/106183644/scraps,2.8,-1,"Trad, Sport",5.11a,1,80,42.08494,-113.69766
"Free Friends","East Face/Chimney Rock > Chimney Rock > North Idaho > Idaho",https://www.mountainproject.com/route/114385827/free-friends,4.0,-1,Trad,5.10c,3,450,48.6191,-116.6967
"Pretty Woman","1. All American Wall > All American Area > Massacre Rocks > East Idaho > Idaho",https://www.mountainproject.com/route/107745089/pretty-woman,3.5,-1,Sport,5.11b,1,,42.67677,-113.00652
"Unknown Leon","Short Cliffs > Black Cliffs > West Idaho > Idaho",https://www.mountainproject.com/route/107381697/unknown-leon,3.5,-1,Sport,5.11a,1,50,43.53993,-116.09204
"The Flying Circus","West Car Body Canyon > Black Cliffs > West Idaho > Idaho",https://www.mountainproject.com/route/107227212/the-flying-circus,3.1,-1,Trad,5.8+,1,50,43.53485,-116.08234
