Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"The Tooth Fairy","Summer-Fall (rock) > The Tooth > Snoqualmie Pass Area > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/119074107/the-tooth-fairy,3.1,-1,Sport,5.9,6,500,47.4459,-121.45444
"Princely Ambitions","(C) Main Wall, left side > Lower Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/105790710/princely-ambitions,3.7,-1,Trad,5.9,2,,47.81847,-121.57139
"Heaven's Gate","(d) Dana's Arch Area > Upper Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/105816053/heavens-gate,3.7,-1,"Trad, Sport",5.11a,4,,47.82354,-121.56683
Wham,"(c) The Country > The Country Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/106185268/wham,3.7,-1,Sport,5.11c,1,60,47.81962,-121.56921
"Even Steven","(b) Toxic - Tang Area > West Side > Inner Walls > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/105791090/even-steven,3.7,-1,Trad,5.11b,1,,47.81897,-121.57568
Zoom,"(c) The Country > The Country Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/106054444/zoom,3.7,-1,Trad,5.10d,1,80,47.81962,-121.56921
"Lovin' Arms","Full (or nearly) Wall Routes > (f) Central Wall Area > Upper Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/106194690/lovin-arms,3.6,-1,"Trad, Aid","5.10b/c A0",3,,47.82384,-121.56581
Sagittarius,"(C) Main Wall, left side > Lower Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/105796710/sagittarius,3.6,-1,Trad,5.10b,1,90,47.81847,-121.57139
"Breakfast of Champions","(C) Main Wall, left side > Lower Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/105795818/breakfast-of-champions,3.5,-1,Trad,5.10a,1,40,47.81847,-121.57139
PBR,"Mid Wall > Middle Town Walls > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/108140143/pbr,3.6,-1,Trad,5.10b,1,100,47.8191,-121.5719
"Cunning Stunt","(c) The Country > The Country Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/105800865/cunning-stunt,3.6,-1,Sport,5.10c/d,1,80,47.81962,-121.56921
"Walking Legend","(c) Walking Legend Wall > Lower Lump Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/111127336/walking-legend,3.5,-1,Sport,5.10,3,230,47.81721,-121.57599
"Model Worker","(C) Main Wall, left side > Lower Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/105814991/model-worker,3.5,-1,Trad,5.11c,1,120,47.81847,-121.57139
"Climax Control","(c) The Country > The Country Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/105805759/climax-control,3.5,-1,Sport,5.11b/c,1,70,47.81962,-121.56921
Goddess,"(d) AWOL > British Aisles/Repo Rocks Group > Exit 32; Little Si > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/105793729/goddess,3.5,-1,Sport,5.10c,1,50,47.49689,-121.75489
"Folsom Blues","Mid Wall > Middle Town Walls > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/108161862/folsom-blues,3.5,-1,Trad,5.10c,1,,47.8191,-121.5719
Tatoosh,"(D) Narrow Arrow and further right > Lower Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/106171292/tatoosh,3.5,-1,Trad,5.10b,1,110,47.81859,-121.57101
"Golden Bucket","(c) Foodbar Wall > West Side > Inner Walls > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/113482015/golden-bucket,3.4,-1,Trad,5.10a,1,80,47.81911,-121.57607
Aborigine,"World Wall > World Wall Group > Exit 32; Little Si > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/105793712/aborigine,3.4,-1,Sport,5.11b,1,60,47.49795,-121.7549
"Dr. Sniff and the Tuna Boaters","(C) Main Wall, left side > Lower Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/105806007/dr-sniff-and-the-tuna-boaters,3.4,-1,Trad,5.10d,1,,47.81847,-121.57139
"Plum Pudding","Mid Wall > Middle Town Walls > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/106386419/plum-pudding,3.4,-1,Trad,5.9,1,70,47.8191,-121.5719
"Battered Sandwich","Private Idaho > Lookout Point Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/106004538/battered-sandwich,3.4,-1,"Trad, TR",5.9,1,103,47.825,-121.55807
BLM-6,"World Wall > World Wall Group > Exit 32; Little Si > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/105840317/blm-6,3.4,-1,Sport,5.10d,1,80,47.49795,-121.7549
"Peanuts To Serve You","(G) Bowling-to-Cringe > (a) West Side > Lookout Point > Lookout Point Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/106457326/peanuts-to-serve-you,3.4,-1,Trad,5.9,1,70,47.82514,-121.55905
"Ride the Lightning","(a) Beetle Bailey Slab > Lower Lump Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/117722802/ride-the-lightning,3.7,-1,Trad,5.10c,4,300,47.81692,-121.57748
"Gorilla My Dreams","Winkie Dinkie Cliff > Middle Town Walls > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/105805980/gorilla-my-dreams,3.3,-1,Sport,5.10a,1,,47.81891,-121.5723
"GM Route","(c) The Country > The Country Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/105790678/gm-route,3.2,-1,Trad,5.9,3,,47.81962,-121.56921
Shirley,"(D) Narrow Arrow and further right > Lower Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/106140118/shirley,3.5,-1,Trad,5.11b/c,1,100,47.81859,-121.57101
"With Apologies to Walter B","(D) Narrow Arrow and further right > Lower Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/105955198/with-apologies-to-walter-b,3.2,-1,Trad,5.11b,1,100,47.81859,-121.57101
"Aries (aka The Lizard)","(A) Great Northern Slab > Lower Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/105793821/aries-aka-the-lizard,3.1,-1,Trad,5.8+,5,250,47.81841,-121.57219
"Special K","K Cliff > The Side Walls > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/106824109/special-k,3.2,-1,Trad,5.8,1,80,47.81867,-121.57402
"Old Milwaukee Road","Deception Wall > Deception Crags > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/108330417/old-milwaukee-road,3.1,-1,Sport,5.10a,1,90,47.43536,-121.66052
Tropicana,"Amazonia > Mt Washington > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/106210609/tropicana,3.1,-1,Sport,5.10c,1,75,47.43994,-121.67544
"Wild Turkey","Private Idaho > Lookout Point Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/111859955/wild-turkey,3.0,-1,"Trad, TR",5.7,1,100,47.825,-121.55807
"Endless Bliss","Gun Show > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/105798597/endless-bliss,3.1,-1,Sport,5.9,2,130,47.42952,-121.62058
Megatherion,"World Wall > World Wall Group > Exit 32; Little Si > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/107239666/megatherion,3.1,-1,Sport,5.11b,1,85,47.49795,-121.7549
"Chasin' the Lizard","Rattletale Wall > Lookout Point Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/106362583/chasin-the-lizard,3.1,-1,Trad,5.10a,1,150,47.8243,-121.5613
Iguanarama,"Amazonia > Mt Washington > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/106006900/iguanarama,3.1,-1,Sport,5.10a,1,65,47.43994,-121.67544
"Great Northern Slab","(A) Great Northern Slab > Lower Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/105790657/great-northern-slab,2.9,-1,Trad,5.7,3,250,47.81841,-121.57219
"Heart of the Country","(c) The Country > The Country Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/106150810/heart-of-the-country,3.6,-1,Trad,5.11b,3,,47.81962,-121.56921
"Libra Crack","(A) Great Northern Slab > Lower Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/105795777/libra-crack,3.0,-1,Trad,5.10a/b,1,40,47.81841,-121.57219
"Son of Jesus","World Wall > World Wall Group > Exit 32; Little Si > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/106386267/son-of-jesus,3.0,-1,Sport,5.10c,1,70,47.49795,-121.7549
"Reptiles and Amphetamines","World Wall > World Wall Group > Exit 32; Little Si > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/105793829/reptiles-and-amphetamines,2.9,-1,Sport,5.9,1,50,47.49795,-121.7549
Spineless,"Private Idaho > Lookout Point Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/107305439/spineless,3.0,-1,"Sport, TR",5.11a,1,80,47.825,-121.55807
"Psycho Wussy","World Wall > World Wall Group > Exit 32; Little Si > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/112070225/psycho-wussy,3.0,-1,Sport,5.11b,1,60,47.49795,-121.7549
"Mambo Jambo","(c) Repo II > British Aisles/Repo Rocks Group > Exit 32; Little Si > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/105953632/mambo-jambo,3.0,-1,Trad,5.10a,1,80,47.49664,-121.75487
"Big Mama","Nevermind Wall > Deception Crags > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/106221622/big-mama,3.0,-1,Sport,5.10c/d,1,70,47.43561,-121.6638
"The Plank","(d) Lost Boys > Neverland > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/105854030/the-plank,2.9,-1,Sport,5.10a,3,200,47.43519,-121.6319
"Killer Bob","Peannacle Point > Bob's Area > Mt Washington > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/106589449/killer-bob,2.9,-1,Sport,5.9,1,50,47.43779,-121.68176
"I Remember Drooling","Amazonia > Mt Washington > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/107283413/i-remember-drooling,2.9,-1,Sport,5.10b,1,55,47.43994,-121.67544
"Architect Rally","Nevermind Wall > Deception Crags > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/106221614/architect-rally,2.9,-1,Sport,5.11a,1,70,47.43561,-121.6638
"Wet Dream","Private Idaho > Lookout Point Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/108177373/wet-dream,2.9,-1,Trad,5.9+,1,80,47.825,-121.55807
"Happy Puppy","(c) Missing Bottle Buttress > East Side > Inner Walls > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/105872056/happy-puppy,3.0,-1,Trad,5.9,1,80,47.81955,-121.57496
Insomniac,"(a) Headlight Point > Interstate Park > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/107783765/insomniac,3.0,-1,Sport,5.8,1,90,47.43045,-121.62089
"Girls in the Gym","World Wall > World Wall Group > Exit 32; Little Si > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/106386277/girls-in-the-gym,2.8,-1,Sport,5.10c,1,80,47.49795,-121.7549
"Elation at the End of Eternity","Gun Show > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/105798604/elation-at-the-end-of-eternity,2.8,-1,Sport,5.9+,2,135,47.42952,-121.62058
"Pressure Drop","Pressure Drop Wall > Upper Wall's Lower Tier and Trail > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/106436379/pressure-drop,3.7,-1,"Trad, TR",5.11a,1,70,47.82386,-121.56443
"Magic Fern","Private Idaho > Lookout Point Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/106141922/magic-fern,2.8,-1,Trad,5.10a,1,90,47.825,-121.55807
"Bad Guy","World Wall > World Wall Group > Exit 32; Little Si > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/105820566/bad-guy,3.1,-1,Sport,5.11c,1,60,47.49795,-121.7549
"Space Face","(c) Eastern Block > Interstate Park > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/106523693/space-face,2.8,-1,Sport,5.10c,1,60,47.43073,-121.62087
Primus,"Amazonia > Mt Washington > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/106006893/primus,3.3,-1,Sport,5.11a,1,65,47.43994,-121.67544
"Hell Bent for Glory","The Diamond > The Diamond Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/108136104/hell-bent-for-glory,3.7,-1,Trad,5.10d,7,,47.8253,-121.561
"La Vida Locomotive","Deception Wall > Deception Crags > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/109116887/la-vida-locomotive,3.4,-1,Sport,5.11a,1,90,47.43536,-121.66052
"The Nameless Tower","(a) Midland > The Woods Group > Exit 32; Little Si > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/107759719/the-nameless-tower,3.0,-1,Sport,5.10d,1,80,47.49715,-121.75478
"Law and Order","(b) Central Area > Lookout Point > Lookout Point Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/107571773/law-and-order,3.4,-1,Trad,5.10a,1,150,47.82531,-121.55859
"The View from the Bridge","(b) Toxic - Tang Area > West Side > Inner Walls > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/108125711/the-view-from-the-bridge,3.0,-1,"Trad, TR","5.10d PG13",1,,47.81897,-121.57568
"The Brett Thompson and Scott Fuller Memorial Route","(d) Dana's Arch Area > Upper Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/111825946/the-brett-thompson-and-scott-fuller-memorial-route,3.4,-1,Trad,5.10c,5,,47.82354,-121.56683
"With Apologies to Kenny G","Lower Rhythm > The Rhythm Cliff > Middle Town Walls > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/120714228/with-apologies-to-kenny-g,2.9,-1,Trad,5.10a/b,1,40,47.82058,-121.56988
"The Amphibian","Rattletale Wall > Lookout Point Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/110751229/the-amphibian,3.5,-1,Sport,5.11b,1,80,47.8243,-121.5613
"Smilodon Fatalis","(a) Beetle Bailey Slab > Lower Lump Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/119198566/smilodon-fatalis,3.0,-1,Sport,5.8+,1,70,47.81692,-121.57748
"5.10 in B-minor","Lower Rhythm > The Rhythm Cliff > Middle Town Walls > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/120713727/510-in-b-minor,3.3,-1,Trad,5.10b,1,70,47.82058,-121.56988
"Kite Flying Blind","(c) The Country > The Country Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/106052910/kite-flying-blind,3.6,-1,Sport,5.11c,2,200,47.81962,-121.56921
"The Ascentionist","Nevermind Wall > Deception Crags > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/114778289/the-ascentionist,2.9,-1,Sport,5.10b/c,6,580,47.43561,-121.6638
"Leave My Face Alone","(c) The Country > The Country Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/106171282/leave-my-face-alone,3.3,-1,Sport,5.11a,1,90,47.81962,-121.56921
"Agent Orange","(b) Grandeur Buttress > East Side > Inner Walls > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/107819526/agent-orange,3.1,-1,"Trad, TR",5.11c,1,70,47.81938,-121.57581
"Tommy's Sandbox","(C) Main Wall, left side > Lower Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/107720333/tommys-sandbox,3.7,-1,Trad,5.11-,1,1151,47.81847,-121.57139
"Beetle Bailey P1","(a) Beetle Bailey Slab > Lower Lump Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/119108504/beetle-bailey-p1,3.2,-1,Trad,5.10d,1,,47.81692,-121.57748
Them,"Duck Wall > Lookout Point Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/106455191/them,3.0,-1,Trad,5.9,1,50,47.8249,-121.5601
"Infinite Bliss","Mount Garfield > Exit 34; Middle Fork & Taylor River > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/108170867/infinite-bliss,2.8,-1,Trad,"5.10c R",23,2600,47.55277,-121.49339
"Racer X","(a) Beetle Bailey Slab > Lower Lump Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/105805970/racer-x,3.5,-1,Sport,5.10b,3,,47.81692,-121.57748
"Jam Session","Lower Rhythm > The Rhythm Cliff > Middle Town Walls > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/120713808/jam-session,2.9,-1,Trad,5.7,1,70,47.82058,-121.56988
"Sheltered Upbringing","(b) Motherland > Overhaul Area > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/108276197/sheltered-upbringing,2.8,-1,Sport,5.10b,1,60,47.43252,-121.62477
"Golden Road","(d) Dana's Arch Area > Upper Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/106255312/golden-road,3.6,-1,Sport,5.11c,5,380,47.82354,-121.56683
"Japanese Gardens (to 1st anchor)","(C) Main Wall, left side > Lower Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/119361117/japanese-gardens-to-1st-anchor,3.1,-1,Trad,5.10a,1,40,47.81847,-121.57139
"Terminal Preppie","(B) Sonic Slab > Lower Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/105995079/terminal-preppie,3.7,-1,Trad,5.11c,1,90,47.81838,-121.57175
"Marginal Karma","(C) Main Wall, left side > Lower Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/105795821/marginal-karma,3.1,-1,Trad,5.11b,1,40,47.81847,-121.57139
"Doug Thompson's Unicorn","(c) Missing Bottle Buttress > East Side > Inner Walls > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/114558660/doug-thompsons-unicorn,2.9,-1,Sport,5.8,1,50,47.81955,-121.57496
"And Say","(E) The Velvet > (a) West Side > Lookout Point > Lookout Point Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/110383269/and-say,3.8,-1,"Trad, TR",5.11b,5,300,47.82514,-121.55905
"Flying Salamanders (Full)","(a) Beetle Bailey Slab > Lower Lump Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/119257785/flying-salamanders-full,3.1,-1,Sport,5.10a,1,100,47.81692,-121.57748
Timberjack,"Winkie Dinkie Cliff > Middle Town Walls > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/105805984/timberjack,2.9,-1,Trad,5.8+,1,,47.81891,-121.5723
"With Love Lie Ancients Nestled Within","(c) East Face > Keechelus Ridge > Snoqualmie Pass Area > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/117622259/with-love-lie-ancients-nestled-within,3.6,-1,Sport,5.10b/c,1,90,47.3651,-121.31359
"The Zipper","(g2) Lower Cheeks > Upper Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/106329364/the-zipper,3.5,-1,Trad,5.10b,1,,47.82399,-121.56549
Argentinosaurus,"(a) Beetle Bailey Slab > Lower Lump Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/119443173/argentinosaurus,3.7,-1,Sport,5.10c,1,125,47.81692,-121.57748
"Keith's Crack","Mid Wall > Middle Town Walls > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/108161850/keiths-crack,3.7,-1,Trad,5.11c,1,,47.8191,-121.5719
Derailed,"Deception Wall > Deception Crags > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/108184472/derailed,3.0,-1,Sport,5.10d,1,80,47.43536,-121.66052
"Rice Krispies","(b) Central Area > Lookout Point > Lookout Point Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/107527051/rice-krispies,2.9,-1,Trad,5.10b,1,60,47.82531,-121.55859
"Say When","(E) The Velvet > (a) West Side > Lookout Point > Lookout Point Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/122758754/say-when,3.7,-1,Trad,5.9,2,190,47.82514,-121.55905
"More than 24 Dandelions","Lookout jr > Planet Index > Lookout Point Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/122603709/more-than-24-dandelions,3.8,-1,"Trad, TR",5.7,1,70,47.82584,-121.55801
"Free at Last","(D) Narrow Arrow and further right > Lower Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/114144505/free-at-last,3.4,-1,Trad,5.10d,4,440,47.81859,-121.57101
"Free Radical","Shangri-La > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/109399701/free-radical,3.7,-1,Sport,5.11a/b,1,100,47.43114,-121.62
"A Ship Called Black Rock","(b) Central Area > Lookout Point > Lookout Point Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/107699032/a-ship-called-black-rock,3.2,-1,Trad,5.10c/d,1,70,47.82531,-121.55859
"The Velvet Pedestal","(E) The Velvet > (a) West Side > Lookout Point > Lookout Point Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/110517234/the-velvet-pedestal,3.1,-1,Trad,5.10a,3,250,47.82514,-121.55905
"36 Volts to Anywhere","(a) Beetle Bailey Slab > Lower Lump Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/119257893/36-volts-to-anywhere,3.7,-1,Trad,5.11a,3,180,47.81692,-121.57748
"Hips and Valleys","Mid Wall > Middle Town Walls > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/107727184/hips-and-valleys,2.9,-1,Trad,5.9,1,60,47.8191,-121.5719
"Up'er Zipper","(c) The Beach > (g1) Upper Cheeks > Upper Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/108146751/uper-zipper,4.0,-1,Trad,5.11b,4,300,47.82399,-121.56549
"Troubled Waters","(c) Missing Bottle Buttress > East Side > Inner Walls > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/110165436/troubled-waters,3.0,-1,Trad,5.11a,1,50,47.81955,-121.57496
"Strength Through Bowling","(B) Sonic Slab > Lower Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/106857032/strength-through-bowling,2.8,-1,Trad,5.10c,1,80,47.81838,-121.57175
